Player,Match,Result,Year,Net_Game_Frequency,Net_Game_Effectiveness,Net_Game_Impact,Serve_Volley_Frequency,Serve_Volley_Effectiveness,Serve_Volley_Impact,Forehand_Power,Backhand_Power,Groundstroke_Balance,Overall_Groundstroke_Power,Forehand_DTL_Control,Forehand_IO_Control,Backhand_DTL_Control,Directional_Versatility,Drop_Shot_Usage,Drop_Shot_Effectiveness,Drop_Shot_Impact,Rally_Aggression,Return_Aggression,Overall_Aggression,Court_Position_Strategy,Tactical_Versatility,Power_Finesse_Balance,Tactical_Adaptability,Tactical_Match_Impact,Offensive_Efficiency,Tactical_Intelligence,Overall_Tactical_Game
Aryna Sabalenka,2023 Madrid SF,W vsSakkari,2023,0.068,0.75,0.051,0.0,0.0,0.0,0.209,0.211,0.002,0.21,0.222,0.5,0.4,0.561,0.007,0.0,0.0,0.595,0.575,0.587,0.3,0.6,0.884,0.625,0.688,0.275,0.653,0.404
Aryna Sabalenka,2023 Madrid QF,W vsSherif,2023,0.146,0.545,0.08,0.058,0.4,0.023,0.291,0.2,0.091,0.246,0.355,0.2,0.462,0.508,0.01,0.5,0.005,0.88,0.645,0.786,0.663,1.0,0.962,0.921,1.013,0.358,0.85,0.554
Aryna Sabalenka,2023 Madrid R16,W vsAndreeva,2023,0.091,0.9,0.082,0.0,0.0,0.0,0.296,0.159,0.137,0.228,0.5,0.0,0.5,0.5,0.013,0.5,0.007,0.605,0.45,0.543,0.365,0.8,0.904,0.744,0.819,0.278,0.732,0.444
Aryna Sabalenka,2023 Madrid R32,W vsOsorio,2023,0.053,0.625,0.033,0.0,0.0,0.0,0.239,0.209,0.03,0.224,0.226,0.0,0.5,0.363,0.014,0.0,0.0,0.685,0.57,0.639,0.223,0.6,0.981,0.639,0.703,0.291,0.627,0.406
Aryna Sabalenka,2023 Madrid R64,W vsCirstea,2023,0.017,0.5,0.008,0.0,0.0,0.0,0.311,0.222,0.089,0.266,0.529,0.0,0.625,0.577,0.008,0.0,0.0,0.925,0.905,0.917,0.061,0.6,0.965,0.602,0.662,0.384,0.668,0.481
Aryna Sabalenka,2023 Stuttgart F,L vsSwiatek,2023,0.068,0.889,0.06,0.0,0.0,0.0,0.149,0.203,0.054,0.176,0.192,0.0,0.5,0.346,0.015,0.0,0.0,0.5,0.39,0.456,0.35,0.6,0.944,0.653,0.588,0.225,0.619,0.363
Aryna Sabalenka,2023 Stuttgart SF,W vsPotapova,2023,0.075,0.857,0.064,0.021,1.0,0.021,0.273,0.333,0.06,0.303,0.5,0.0,0.8,0.65,0.0,0.0,0.0,1.0,0.89,0.956,0.297,0.8,0.957,0.747,0.821,0.427,0.781,0.56
Aryna Sabalenka,2023 Stuttgart QF,W vsBadosa,2023,0.063,0.538,0.034,0.0,0.0,0.0,0.34,0.25,0.09,0.295,0.4,0.0,0.556,0.478,0.008,0.0,0.0,0.79,0.595,0.712,0.204,0.6,0.968,0.631,0.694,0.342,0.651,0.439
Aryna Sabalenka,2023 Stuttgart R16,W vsKrejcikova,2023,0.045,0.6,0.027,0.0,0.0,0.0,0.333,0.212,0.121,0.272,0.6,0.0,0.5,0.55,0.01,1.0,0.01,0.92,0.99,0.948,0.158,0.8,0.973,0.723,0.796,0.401,0.753,0.536
Aryna Sabalenka,2023 Miami QF,L vsCirstea,2023,0.009,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.05,0.225,0.154,0.0,0.556,0.355,0.008,1.0,0.008,0.705,0.805,0.745,0.038,0.6,0.989,0.604,0.544,0.314,0.618,0.42
Aryna Sabalenka,2023 Miami R16,W vsKrejcikova,2023,0.062,0.833,0.052,0.0,0.0,0.0,0.233,0.118,0.115,0.176,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.945,0.84,0.903,0.322,0.6,0.99,0.661,0.728,0.357,0.643,0.474
Aryna Sabalenka,2023 Miami R32,W vsBouzkova,2023,0.101,0.556,0.056,0.0,0.0,0.0,0.379,0.5,0.121,0.44,0.667,0.0,0.9,0.784,0.02,0.5,0.01,1.0,1.0,1.0,0.221,0.8,0.946,0.728,0.801,0.493,0.807,0.591
Aryna Sabalenka,2023 Miami R64,W vsRogers,2023,0.12,1.0,0.12,0.0,0.0,0.0,0.405,0.2,0.205,0.302,0.538,0.0,0.375,0.456,0.018,0.5,0.009,0.835,0.61,0.745,0.366,0.8,0.976,0.766,0.843,0.38,0.741,0.515
Aryna Sabalenka,2023 Indian Wells F,L vsRybakina,2023,0.039,1.0,0.039,0.0,0.0,0.0,0.183,0.167,0.016,0.175,0.308,0.0,0.333,0.32,0.005,0.0,0.0,0.42,0.5,0.452,0.208,0.6,0.956,0.628,0.566,0.217,0.608,0.353
Aryna Sabalenka,2023 Indian Wells SF,W vsSakkari,2023,0.061,0.857,0.052,0.0,0.0,0.0,0.192,0.179,0.013,0.186,0.231,0.0,0.625,0.428,0.007,0.0,0.0,0.87,0.92,0.89,0.302,0.6,0.985,0.656,0.722,0.357,0.648,0.473
Aryna Sabalenka,2023 Indian Wells QF,W vsGauff,2023,0.063,0.667,0.042,0.0,0.0,0.0,0.341,0.167,0.174,0.254,0.222,0.0,1.0,0.611,0.009,1.0,0.009,0.34,0.695,0.482,0.234,0.8,0.824,0.694,0.763,0.259,0.731,0.421
Aryna Sabalenka,2023 Indian Wells R16,W vsKrejcikova,2023,0.035,0.833,0.029,0.0,0.0,0.0,0.229,0.233,0.004,0.231,0.389,0.0,0.556,0.473,0.0,0.0,0.0,0.36,0.48,0.408,0.144,0.6,0.868,0.589,0.648,0.224,0.619,0.349
Aryna Sabalenka,2023 Indian Wells R64,W vsRodina,2023,0.049,0.4,0.02,0.0,0.0,0.0,0.327,0.367,0.04,0.347,0.385,1.0,0.5,0.942,0.014,1.0,0.014,1.0,0.895,0.958,0.136,0.8,0.874,0.69,0.758,0.432,0.823,0.563
Aryna Sabalenka,2023 Dubai QF,L vsKrejcikova,2023,0.033,0.6,0.02,0.0,0.0,0.0,0.211,0.105,0.106,0.158,0.2,0.0,0.167,0.184,0.005,1.0,0.005,0.0,0.145,0.058,0.194,0.6,0.796,0.578,0.52,0.087,0.53,0.231
Aryna Sabalenka,2023 Dubai R16,W vsOstapenko,2023,0.049,0.571,0.028,0.0,0.0,0.0,0.16,0.2,0.04,0.18,0.2,1.0,0.4,0.8,0.0,0.0,0.0,0.24,0.36,0.288,0.252,0.4,0.521,0.407,0.447,0.167,0.526,0.27
Aryna Sabalenka,2023 Dubai R32,W vsDavis,2023,0.073,0.833,0.061,0.0,0.0,0.0,0.318,0.12,0.198,0.219,0.4,0.0,0.308,0.354,0.014,0.0,0.0,0.71,0.785,0.74,0.308,0.6,0.99,0.659,0.724,0.328,0.631,0.439
Aryna Sabalenka,2023 Australian Open F,W vsRybakina,2023,0.052,0.909,0.047,0.0,0.0,0.0,0.174,0.234,0.06,0.204,0.212,0.0,0.615,0.414,0.004,0.0,0.0,0.365,0.41,0.383,0.238,0.6,0.882,0.612,0.674,0.211,0.613,0.343
Aryna Sabalenka,2023 Australian Open SF,W vsLinette,2023,0.047,1.0,0.047,0.0,0.0,0.0,0.227,0.2,0.027,0.214,0.318,0.0,0.5,0.409,0.0,0.0,0.0,0.22,0.17,0.2,0.207,0.4,0.756,0.468,0.515,0.16,0.491,0.25
Aryna Sabalenka,2023 Australian Open QF,W vsVekic,2023,0.047,0.857,0.04,0.0,0.0,0.0,0.281,0.245,0.036,0.263,0.421,0.0,0.571,0.496,0.006,1.0,0.006,0.75,0.775,0.76,0.17,0.8,0.964,0.723,0.796,0.345,0.738,0.49
Aryna Sabalenka,2023 Australian Open R16,W vsBencic,2023,0.045,0.8,0.036,0.0,0.0,0.0,0.294,0.2,0.094,0.247,0.412,0.0,0.833,0.622,0.007,0.0,0.0,0.57,0.675,0.612,0.173,0.6,0.876,0.597,0.657,0.293,0.66,0.412
Aryna Sabalenka,2023 Australian Open R32,W vsMertens,2023,0.189,0.9,0.17,0.0,0.0,0.0,0.286,0.267,0.019,0.276,0.313,1.0,0.7,1.006,0.016,0.5,0.008,0.755,0.74,0.749,0.578,0.8,0.762,0.744,0.819,0.386,0.83,0.55
Aryna Sabalenka,2023 Australian Open R64,W vsRogers,2023,0.063,0.875,0.055,0.0,0.0,0.0,0.275,0.293,0.018,0.284,0.35,0.0,0.625,0.488,0.006,1.0,0.006,0.835,0.705,0.783,0.211,0.8,0.972,0.734,0.807,0.365,0.74,0.503
Aryna Sabalenka,2023 Australian Open R128,W vsMartincova,2023,0.03,0.667,0.02,0.0,0.0,0.0,0.241,0.276,0.035,0.258,0.4,0.5,0.5,0.7,0.032,0.25,0.008,0.99,0.855,0.936,0.111,0.8,0.931,0.701,0.772,0.39,0.777,0.536
Aryna Sabalenka,2023 Adelaide 1 F,W vsNoskova,2023,0.056,0.667,0.037,0.0,0.0,0.0,0.333,0.389,0.056,0.361,0.421,0.0,0.778,0.6,0.007,0.0,0.0,0.675,0.85,0.745,0.15,0.6,0.948,0.614,0.676,0.379,0.673,0.461
Aryna Sabalenka,2023 Adelaide 1 SF,W vsBegu,2023,0.029,1.0,0.029,0.0,0.0,0.0,0.245,0.188,0.057,0.216,0.563,0.0,0.0,0.282,0.0,0.0,0.0,0.965,1.0,0.979,0.127,0.6,0.999,0.625,0.688,0.389,0.607,0.481
Aryna Sabalenka,2023 Adelaide 1 QF,W vsVondrousova,2023,0.089,0.846,0.075,0.0,0.0,0.0,0.295,0.37,0.075,0.332,0.345,0.333,0.474,0.576,0.011,0.5,0.006,1.0,0.83,0.932,0.254,0.8,0.973,0.743,0.817,0.435,0.764,0.556
Aryna Sabalenka,2023 Adelaide 1 R16,W vsSamsonova,2023,0.033,0.667,0.022,0.0,0.0,0.0,0.278,0.254,0.024,0.266,0.588,0.0,0.5,0.544,0.01,0.0,0.0,0.405,0.47,0.431,0.119,0.6,0.851,0.579,0.637,0.242,0.631,0.359
Aryna Sabalenka,2022 Fort Worth Finals F,L vsGarcia,2022,0.031,0.75,0.023,0.0,0.0,0.0,0.216,0.231,0.015,0.224,0.364,0.0,0.857,0.61,0.014,1.0,0.014,0.415,0.465,0.435,0.132,0.8,0.777,0.66,0.594,0.227,0.713,0.396
Aryna Sabalenka,2022 Fort Worth Finals SF,W vsSwiatek,2022,0.026,1.0,0.026,0.0,0.0,0.0,0.186,0.053,0.133,0.12,0.4,0.0,0.5,0.45,0.0,0.0,0.0,0.0,0.515,0.206,0.198,0.4,0.609,0.422,0.465,0.117,0.46,0.226
Aryna Sabalenka,2022 Fort Worth Finals RR,L vsSakkari,2022,0.085,0.7,0.06,0.0,0.0,0.0,0.138,0.108,0.03,0.123,0.103,0.0,0.1,0.102,0.017,0.5,0.008,0.0,0.0,0.0,0.564,0.6,0.772,0.644,0.58,0.067,0.521,0.222
Aryna Sabalenka,2022 Fort Worth Finals RR,W vsPegula,2022,0.029,0.75,0.022,0.0,0.0,0.0,0.191,0.262,0.071,0.226,0.5,0.0,0.462,0.481,0.015,0.333,0.005,0.235,0.4,0.301,0.122,0.8,0.787,0.661,0.727,0.187,0.683,0.356
Aryna Sabalenka,2022 Fort Worth Finals RR,W vsJabeur,2022,0.073,0.563,0.041,0.0,0.0,0.0,0.254,0.176,0.078,0.215,0.389,0.0,0.6,0.494,0.011,0.667,0.007,0.355,0.26,0.317,0.314,0.8,0.778,0.696,0.766,0.193,0.693,0.367
Aryna Sabalenka,2022 Guadalajara 2 R32,L vsSamsonova,2022,0.018,0.333,0.006,0.0,0.0,0.0,0.289,0.333,0.044,0.311,0.5,1.0,0.2,0.85,0.022,0.0,0.0,0.345,0.705,0.489,0.056,0.6,0.731,0.53,0.477,0.273,0.671,0.384
Aryna Sabalenka,2022 San Diego QF,L vsVekic,2022,0.086,0.813,0.07,0.0,0.0,0.0,0.207,0.13,0.077,0.168,0.182,1.0,0.4,0.791,0.02,0.4,0.008,0.51,0.365,0.452,0.448,0.8,0.645,0.683,0.615,0.224,0.738,0.413
Aryna Sabalenka,2022 San Diego R16,W vsStephens,2022,0.108,0.706,0.076,0.0,0.0,0.0,0.162,0.088,0.074,0.125,0.222,0.0,0.2,0.211,0.019,0.4,0.008,0.35,0.24,0.306,0.664,0.8,0.955,0.819,0.901,0.165,0.689,0.363
Aryna Sabalenka,2022 US Open SF,L vsSwiatek,2022,0.084,0.786,0.066,0.0,0.0,0.0,0.194,0.129,0.065,0.161,0.286,0.667,0.375,0.664,0.008,0.0,0.0,0.255,0.21,0.237,0.454,0.4,0.531,0.45,0.405,0.156,0.505,0.262
Aryna Sabalenka,2022 US Open QF,W vsPliskova,2022,0.079,0.7,0.055,0.018,0.0,0.0,0.169,0.219,0.05,0.194,0.304,0.0,1.0,0.652,0.007,1.0,0.007,0.82,0.835,0.826,0.443,0.8,0.91,0.761,0.838,0.342,0.775,0.511
Aryna Sabalenka,2022 US Open R16,W vsCollins,2022,0.049,0.778,0.038,0.0,0.0,0.0,0.239,0.179,0.06,0.209,0.368,1.0,0.385,0.876,0.005,0.0,0.0,0.305,0.605,0.425,0.22,0.6,0.614,0.528,0.581,0.223,0.654,0.362
Aryna Sabalenka,2022 US Open R32,W vsBurel,2022,0.119,0.615,0.073,0.0,0.0,0.0,0.131,0.097,0.034,0.114,0.267,0.0,0.667,0.467,0.033,0.4,0.013,0.54,0.455,0.506,0.744,0.8,0.852,0.805,0.885,0.219,0.728,0.418
Aryna Sabalenka,2022 US Open R64,W vsKanepi,2022,0.06,0.667,0.04,0.0,0.0,0.0,0.247,0.127,0.12,0.187,0.421,0.0,0.333,0.377,0.018,0.25,0.005,0.435,0.46,0.445,0.295,0.8,0.924,0.736,0.81,0.22,0.703,0.397
Aryna Sabalenka,2022 US Open R128,W vsHarrison,2022,0.138,0.867,0.12,0.0,0.0,0.0,0.25,0.238,0.012,0.244,0.385,0.0,0.6,0.492,0.014,0.5,0.007,0.575,0.455,0.527,0.495,0.8,0.908,0.771,0.848,0.292,0.737,0.455
Aryna Sabalenka,2022 Cincinnati SF,L vsGarcia,2022,0.057,0.667,0.038,0.0,0.0,0.0,0.167,0.052,0.115,0.109,0.333,1.0,0.4,0.866,0.005,0.0,0.0,0.38,0.5,0.428,0.444,0.6,0.546,0.553,0.497,0.184,0.644,0.348
Aryna Sabalenka,2022 Cincinnati QF,W vsZhang,2022,0.035,0.833,0.029,0.0,0.0,0.0,0.343,0.175,0.168,0.259,0.857,0.0,0.333,0.595,0.005,0.0,0.0,0.785,0.77,0.779,0.129,0.6,0.937,0.607,0.668,0.346,0.668,0.453
Aryna Sabalenka,2022 Cincinnati R16,W vsRogers,2022,0.042,1.0,0.042,0.0,0.0,0.0,0.245,0.183,0.062,0.214,0.296,1.0,0.6,0.948,0.0,0.0,0.0,0.84,0.715,0.79,0.185,0.6,0.781,0.571,0.629,0.335,0.716,0.466
Aryna Sabalenka,2022 Cincinnati R32,W vsKalinskaya,2022,0.063,0.833,0.052,0.0,0.0,0.0,0.364,0.217,0.147,0.29,0.4,0.0,0.333,0.366,0.009,1.0,0.009,0.635,0.755,0.683,0.207,0.8,0.987,0.738,0.811,0.337,0.713,0.472
Aryna Sabalenka,2022 Toronto R16,L vsGauff,2022,0.073,0.632,0.046,0.0,0.0,0.0,0.171,0.198,0.027,0.184,0.348,1.0,0.318,0.833,0.006,0.0,0.0,0.185,0.32,0.239,0.359,0.4,0.464,0.411,0.37,0.159,0.524,0.264
Aryna Sabalenka,2022 Toronto R32,W vsSorribes Tormo,2022,0.131,0.789,0.103,0.012,1.0,0.012,0.259,0.183,0.076,0.221,0.286,0.0,0.5,0.393,0.039,0.5,0.02,1.0,1.0,1.0,0.55,1.0,0.994,0.908,0.999,0.419,0.824,0.603
Aryna Sabalenka,2022 San Jose QF,L vsKasatkina,2022,0.128,0.708,0.091,0.011,1.0,0.011,0.151,0.169,0.018,0.16,0.219,0.75,0.25,0.609,0.021,0.333,0.007,0.74,0.745,0.742,0.674,1.0,0.894,0.903,0.813,0.314,0.857,0.538
Aryna Sabalenka,2022 San Jose R16,W vsDolehide,2022,0.105,0.739,0.078,0.0,0.0,0.0,0.324,0.182,0.142,0.253,0.35,0.667,0.556,0.786,0.018,0.5,0.009,0.79,1.0,0.874,0.379,0.8,0.885,0.741,0.816,0.387,0.799,0.542
Aryna Sabalenka,2022 Berlin R32,L vsKudermetova,2022,0.05,0.8,0.04,0.0,0.0,0.0,0.241,0.082,0.159,0.162,0.333,0.0,0.0,0.166,0.013,0.333,0.004,0.315,0.5,0.389,0.284,0.8,0.995,0.755,0.68,0.193,0.67,0.372
Aryna Sabalenka,2022 s Hertogenbosch F,L vsAlexandrova,2022,0.034,0.75,0.026,0.0,0.0,0.0,0.163,0.059,0.104,0.111,0.125,0.0,0.0,0.062,0.007,0.0,0.0,0.41,0.52,0.454,0.274,0.4,1.0,0.555,0.499,0.188,0.474,0.288
Aryna Sabalenka,2022 s Hertogenbosch SF,W vsRogers,2022,0.066,0.667,0.044,0.0,0.0,0.0,0.327,0.211,0.116,0.269,0.3,0.0,0.6,0.45,0.007,1.0,0.007,0.845,0.785,0.821,0.232,0.8,0.981,0.741,0.815,0.367,0.734,0.506
Aryna Sabalenka,2022 s Hertogenbosch QF,W vsVan Uytvanck,2022,0.105,0.7,0.074,0.0,0.0,0.0,0.267,0.175,0.092,0.221,0.348,0.0,0.412,0.38,0.013,0.0,0.0,0.57,0.345,0.48,0.426,0.6,0.947,0.669,0.736,0.254,0.632,0.381
Aryna Sabalenka,2022 s Hertogenbosch R16,W vsHartono,2022,0.059,1.0,0.059,0.024,1.0,0.024,0.244,0.071,0.173,0.158,0.231,0.0,1.0,0.616,0.02,0.5,0.01,0.38,0.575,0.458,0.459,1.0,0.748,0.816,0.898,0.218,0.808,0.448
Aryna Sabalenka,2022 s Hertogenbosch R32,W vsBaindl,2022,0.089,0.818,0.073,0.0,0.0,0.0,0.269,0.222,0.047,0.246,0.5,0.0,0.5,0.5,0.028,0.25,0.007,0.795,1.0,0.877,0.335,0.8,0.974,0.759,0.835,0.383,0.75,0.528
Aryna Sabalenka,2022 Roland Garros R32,L vsGiorgi,2022,0.034,0.4,0.014,0.0,0.0,0.0,0.203,0.125,0.078,0.164,0.2,0.0,0.25,0.225,0.026,0.4,0.01,0.27,0.19,0.238,0.193,0.6,0.927,0.617,0.555,0.141,0.576,0.285
Aryna Sabalenka,2022 Roland Garros R64,W vsBrengle,2022,0.116,0.692,0.08,0.0,0.0,0.0,0.326,0.2,0.126,0.263,0.133,0.0,0.308,0.22,0.062,0.556,0.034,0.97,0.845,0.92,0.401,0.8,1.0,0.78,0.858,0.405,0.69,0.528
Aryna Sabalenka,2022 Roland Garros R128,W vsPaquet,2022,0.069,0.75,0.052,0.0,0.0,0.0,0.206,0.156,0.05,0.181,0.333,0.4,0.333,0.533,0.034,0.7,0.024,0.925,0.75,0.855,0.346,0.8,0.95,0.754,0.83,0.344,0.752,0.51
Aryna Sabalenka,2022 Rome SF,L vsSwiatek,2022,0.02,1.0,0.02,0.0,0.0,0.0,0.068,0.13,0.062,0.099,0.077,0.0,0.364,0.22,0.016,0.0,0.0,0.89,0.615,0.78,0.181,0.6,0.999,0.636,0.572,0.28,0.594,0.413
Aryna Sabalenka,2022 Rome QF,W vsAnisimova,2022,0.043,1.0,0.043,0.0,0.0,0.0,0.231,0.267,0.036,0.249,0.7,0.0,0.222,0.461,0.0,0.0,0.0,0.1,0.305,0.182,0.165,0.4,0.724,0.45,0.495,0.167,0.492,0.249
Aryna Sabalenka,2022 Rome R16,W vsPegula,2022,0.087,0.778,0.068,0.0,0.0,0.0,0.324,0.182,0.142,0.253,0.333,0.5,0.286,0.56,0.047,0.6,0.028,0.6,0.7,0.64,0.319,0.8,0.904,0.735,0.809,0.314,0.744,0.47
Aryna Sabalenka,2022 Rome R32,W vsZhang,2022,0.012,1.0,0.012,0.0,0.0,0.0,0.281,0.182,0.099,0.232,0.2,0.0,0.8,0.5,0.046,0.5,0.023,1.0,0.905,0.962,0.05,0.8,0.978,0.703,0.774,0.385,0.736,0.526
Aryna Sabalenka,2022 Madrid R64,L vsAnisimova,2022,0.058,0.9,0.052,0.0,0.0,0.0,0.197,0.217,0.02,0.207,0.154,1.0,0.438,0.796,0.01,0.5,0.005,0.275,0.31,0.289,0.261,0.6,0.545,0.516,0.464,0.185,0.617,0.324
Aryna Sabalenka,2022 Stuttgart F,L vsSwiatek,2022,0.019,0.5,0.01,0.0,0.0,0.0,0.136,0.18,0.044,0.158,0.091,0.0,0.571,0.331,0.034,0.4,0.014,0.35,0.28,0.322,0.113,0.8,0.875,0.685,0.616,0.163,0.669,0.346
Aryna Sabalenka,2022 Stuttgart SF,W vsBadosa,2022,0.042,1.0,0.042,0.0,0.0,0.0,0.292,0.31,0.018,0.301,0.227,0.0,0.333,0.28,0.022,0.75,0.016,0.715,0.725,0.719,0.134,0.8,0.997,0.726,0.799,0.349,0.691,0.474
Aryna Sabalenka,2022 Stuttgart QF,W vsKontaveit,2022,0.032,0.4,0.013,0.0,0.0,0.0,0.265,0.167,0.098,0.216,0.292,0.5,0.625,0.708,0.01,1.0,0.01,0.795,0.88,0.829,0.141,0.8,0.893,0.696,0.765,0.339,0.77,0.501
Aryna Sabalenka,2022 Stuttgart R16,W vsAndreescu,2022,0.052,0.625,0.032,0.0,0.0,0.0,0.2,0.153,0.047,0.176,0.227,0.0,0.222,0.224,0.015,0.333,0.005,0.48,0.7,0.568,0.272,0.8,0.996,0.753,0.828,0.251,0.684,0.418
Aryna Sabalenka,2022 Charleston R16,L vsAnisimova,2022,0.043,0.857,0.037,0.0,0.0,0.0,0.128,0.182,0.054,0.155,0.4,0.0,0.444,0.422,0.0,0.0,0.0,0.195,0.555,0.339,0.255,0.6,0.816,0.596,0.536,0.175,0.598,0.32
Aryna Sabalenka,2022 Charleston R32,W vsRiske Amritraj,2022,0.07,0.636,0.045,0.014,0.0,0.0,0.218,0.171,0.047,0.194,0.308,1.0,0.462,0.885,0.03,0.667,0.02,0.595,0.675,0.627,0.389,0.8,0.715,0.692,0.762,0.279,0.777,0.461
Aryna Sabalenka,2022 Miami R64,L vsBegu,2022,0.069,0.556,0.038,0.0,0.0,0.0,0.197,0.174,0.023,0.186,0.318,0.2,0.308,0.413,0.015,0.667,0.01,0.665,0.68,0.671,0.339,0.8,0.962,0.757,0.681,0.287,0.725,0.456
Aryna Sabalenka,2022 Indian Wells R64,L vsPaolini,2022,0.072,0.583,0.042,0.0,0.0,0.0,0.247,0.167,0.08,0.207,0.063,1.0,0.545,0.804,0.005,1.0,0.005,0.85,0.835,0.844,0.32,0.8,0.857,0.721,0.649,0.349,0.793,0.518
Aryna Sabalenka,2022 Doha QF,L vsSwiatek,2022,0.069,0.714,0.049,0.0,0.0,0.0,0.2,0.122,0.078,0.161,0.2,0.0,0.333,0.266,0.024,0.333,0.008,0.205,0.11,0.167,0.383,0.6,0.819,0.622,0.56,0.129,0.566,0.275
Aryna Sabalenka,2022 Doha R16,W vsTeichmann,2022,0.214,0.81,0.173,0.027,1.0,0.027,0.212,0.36,0.148,0.286,0.2,0.286,0.333,0.41,0.037,0.4,0.015,0.72,0.47,0.62,0.672,1.0,0.97,0.925,1.018,0.352,0.828,0.54
Aryna Sabalenka,2022 Doha R32,W vsCornet,2022,0.151,0.938,0.142,0.0,0.0,0.0,0.212,0.117,0.095,0.164,0.308,0.0,0.273,0.29,0.029,0.6,0.017,0.275,0.215,0.251,0.699,0.6,0.864,0.699,0.769,0.184,0.6,0.331
Aryna Sabalenka,2022 Dubai R16,L vsKvitova,2022,0.042,0.6,0.025,0.0,0.0,0.0,0.19,0.2,0.01,0.195,0.455,0.143,0.375,0.487,0.0,0.0,0.0,0.23,0.32,0.266,0.202,0.4,0.73,0.459,0.413,0.165,0.502,0.26
Aryna Sabalenka,2022 Dubai R32,W vsKostyuk,2022,0.052,0.833,0.043,0.0,0.0,0.0,0.254,0.111,0.143,0.182,0.318,0.0,0.286,0.302,0.0,0.0,0.0,0.8,0.84,0.816,0.264,0.6,0.997,0.652,0.717,0.331,0.618,0.445
Aryna Sabalenka,2022 Australian Open R16,L vsKanepi,2022,0.056,0.833,0.047,0.0,0.0,0.0,0.221,0.238,0.017,0.23,0.4,1.0,0.5,0.95,0.004,1.0,0.004,0.305,0.49,0.379,0.23,0.8,0.559,0.614,0.552,0.219,0.743,0.398
Aryna Sabalenka,2022 Australian Open R32,W vsVondrousova,2022,0.12,0.65,0.078,0.0,0.0,0.0,0.315,0.172,0.143,0.244,0.31,0.286,0.294,0.445,0.013,0.667,0.009,0.615,0.62,0.617,0.441,0.8,0.952,0.774,0.851,0.306,0.735,0.464
Aryna Sabalenka,2022 Australian Open R64,W vsWang,2022,0.054,0.778,0.042,0.0,0.0,0.0,0.224,0.145,0.079,0.184,0.4,1.0,0.3,0.85,0.021,0.0,0.0,0.395,0.75,0.537,0.271,0.6,0.685,0.56,0.616,0.248,0.669,0.391
Aryna Sabalenka,2022 Australian Open R128,W vsHunter,2022,0.037,0.714,0.026,0.0,0.0,0.0,0.238,0.218,0.02,0.228,0.2,0.364,0.273,0.419,0.013,0.333,0.004,0.245,0.62,0.395,0.154,0.8,0.894,0.699,0.769,0.218,0.698,0.384
Aryna Sabalenka,2022 Adelaide 2 R32,L vsPeterson,2022,0.062,0.667,0.041,0.0,0.0,0.0,0.163,0.167,0.004,0.165,0.174,0.5,0.375,0.524,0.004,1.0,0.004,0.4,0.675,0.51,0.34,0.8,0.849,0.723,0.651,0.231,0.722,0.415
Aryna Sabalenka,2022 Adelaide 1 R16,L vsJuvan,2022,0.135,0.529,0.071,0.0,0.0,0.0,0.19,0.178,0.012,0.184,0.167,0.0,0.333,0.25,0.0,0.0,0.0,0.23,0.7,0.418,0.602,0.6,0.981,0.715,0.643,0.22,0.617,0.357
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsBadosa,2021,0.064,0.714,0.046,0.0,0.0,0.0,0.22,0.051,0.169,0.136,0.273,0.0,0.182,0.228,0.008,0.0,0.0,0.54,0.585,0.558,0.414,0.6,0.994,0.681,0.613,0.235,0.606,0.375
Aryna Sabalenka,2021 Guadalajara Finals RR,W vsSwiatek,2021,0.068,0.417,0.028,0.0,0.0,0.0,0.182,0.161,0.021,0.172,0.45,0.0,0.375,0.412,0.005,1.0,0.005,0.3,0.8,0.5,0.358,0.8,0.917,0.747,0.821,0.227,0.713,0.407
Aryna Sabalenka,2021 Guadalajara Finals RR,L vsSakkari,2021,0.083,0.789,0.065,0.01,1.0,0.01,0.227,0.2,0.027,0.214,0.317,0.0,0.571,0.444,0.004,0.0,0.0,0.715,0.835,0.763,0.394,0.8,0.973,0.771,0.694,0.334,0.738,0.492
Aryna Sabalenka,2021 Moscow QF,L vsAlexandrova,2021,0.037,0.75,0.028,0.0,0.0,0.0,0.14,0.226,0.086,0.183,0.25,0.0,0.333,0.292,0.009,0.0,0.0,0.22,0.225,0.222,0.189,0.4,0.872,0.5,0.45,0.148,0.492,0.246
Aryna Sabalenka,2021 Moscow R16,W vsTomljanovic,2021,0.157,0.679,0.107,0.0,0.0,0.0,0.145,0.181,0.036,0.163,0.368,0.0,0.313,0.34,0.012,1.0,0.012,0.24,0.39,0.3,0.72,0.8,0.856,0.801,0.881,0.187,0.696,0.377
Aryna Sabalenka,2021 US Open SF,L vsFernandez,2021,0.082,0.625,0.051,0.012,1.0,0.012,0.163,0.234,0.071,0.198,0.406,0.0,0.571,0.489,0.015,0.25,0.004,0.52,0.525,0.522,0.423,1.0,0.893,0.852,0.767,0.251,0.814,0.467
