Player,Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
Aryna Sabalenka,2021 Miami R32,W vsKudermetova,0.0%,-,5.0%,57.1%,28.9%,55.6%,0.0%,18.2%,41.7%,0.7%,100.0%,-18,73
Aryna Sabalenka,2021 Miami R64,W vsPironkova,2.1%,100.0%,9.9%,68.4%,19.7%,27.8%,0.0%,18.4%,35.0%,4.9%,38.5%,182,182
Aryna Sabalenka,2021 Dubai QF,L vsMuguruza,0.0%,-,3.7%,83.3%,14.1%,34.8%,0.0%,26.4%,42.1%,0.5%,100.0%,166,108
Aryna Sabalenka,2021 Dubai R16,W vsKontaveit,0.0%,-,3.0%,66.7%,25.0%,28.6%,0.0%,34.6%,55.6%,1.8%,0.0%,107,151
Aryna Sabalenka,2021 Dubai R32,W vsCornet,0.0%,-,9.8%,66.7%,35.5%,31.6%,0.0%,18.0%,7.7%,1.5%,0.0%,253,212
Aryna Sabalenka,2021 Doha R16,L vsMuguruza,0.0%,-,4.6%,60.0%,18.6%,37.0%,0.0%,13.7%,25.0%,1.3%,75.0%,49,36
Aryna Sabalenka,2021 Australian Open R16,L vsWilliams,0.0%,-,2.7%,60.0%,16.5%,21.1%,0.0%,10.7%,36.4%,0.8%,0.0%,79,83
Aryna Sabalenka,2021 Australian Open R32,W vsLi,2.1%,100.0%,9.9%,81.8%,41.3%,41.7%,0.0%,14.8%,14.3%,0.0%,-,191,197
Aryna Sabalenka,2021 Australian Open R64,W vsKasatkina,5.2%,100.0%,13.8%,88.9%,25.0%,26.7%,0.0%,11.8%,18.2%,3.1%,33.3%,229,199
Aryna Sabalenka,2021 Australian Open R128,W vsHruncakova,0.0%,-,8.2%,87.5%,40.4%,50.0%,100.0%,20.8%,66.7%,1.6%,50.0%,172,156
Aryna Sabalenka,2021 Gippsland Trophy R32,L vsKanepi,0.0%,-,8.3%,53.8%,18.8%,37.5%,0.0%,18.8%,38.5%,1.9%,25.0%,111,84
Aryna Sabalenka,2021 Abu Dhabi F,W vsKudermetova,0.0%,-,4.0%,75.0%,21.1%,14.3%,0.0%,10.3%,33.3%,2.5%,66.7%,35,83
Aryna Sabalenka,2021 Abu Dhabi SF,W vsSakkari,0.0%,-,7.4%,71.4%,44.4%,83.3%,0.0%,28.6%,66.7%,2.2%,50.0%,76,120
Aryna Sabalenka,2021 Abu Dhabi QF,W vsRybakina,0.0%,-,5.1%,77.8%,17.1%,26.1%,0.0%,13.8%,7.1%,1.7%,50.0%,114,107
Aryna Sabalenka,2021 Abu Dhabi R16,W vsJabeur,0.0%,-,12.3%,76.9%,22.7%,40.0%,0.0%,15.0%,20.0%,1.8%,50.0%,149,144
Aryna Sabalenka,2021 Abu Dhabi R32,W vsTomljanovic,1.7%,100.0%,9.4%,78.6%,30.4%,50.0%,0.0%,10.5%,20.0%,1.0%,0.0%,103,137
Aryna Sabalenka,2021 Abu Dhabi R64,W vsHercog,0.0%,-,0.6%,100.0%,13.3%,16.7%,100.0%,19.6%,66.7%,2.1%,50.0%,124,154
Aryna Sabalenka,2020 Linz F,W vsMertens,0.0%,-,13.9%,85.0%,32.8%,50.0%,100.0%,14.7%,26.3%,0.0%,-,145,132
Aryna Sabalenka,2020 Linz SF,W vsKrejcikova,0.0%,-,5.1%,100.0%,27.1%,28.6%,0.0%,25.0%,50.0%,1.4%,33.3%,134,134
Aryna Sabalenka,2020 Linz R16,W vsVoegele,1.9%,0.0%,11.2%,66.7%,34.8%,40.0%,0.0%,26.5%,100.0%,1.5%,0.0%,177,146
Aryna Sabalenka,2020 Linz R32,W vsPaolini,0.0%,-,4.1%,50.0%,24.6%,33.3%,0.0%,20.5%,50.0%,0.0%,-,99,105
Aryna Sabalenka,2020 Ostrava F,W vsAzarenka,0.0%,-,17.2%,87.5%,33.9%,47.1%,50.0%,25.0%,44.4%,0.0%,-,133,89
Aryna Sabalenka,2020 Ostrava SF,W vsBrady,0.0%,-,3.7%,100.0%,30.4%,22.2%,0.0%,20.0%,50.0%,0.0%,-,124,102
Aryna Sabalenka,2020 Ostrava QF,W vsSorribes Tormo,9.1%,33.3%,26.7%,55.0%,15.3%,14.0%,25.0%,8.2%,33.3%,2.1%,28.6%,82,49
Aryna Sabalenka,2020 Ostrava R16,W vsGauff,0.0%,-,14.9%,53.6%,13.9%,30.0%,0.0%,13.6%,21.6%,0.9%,66.7%,46,41
Aryna Sabalenka,2020 Roland Garros R32,L vsJabeur,0.0%,-,15.0%,54.8%,25.6%,20.0%,0.0%,15.3%,33.3%,2.3%,33.3%,45,44
Aryna Sabalenka,2020 Roland Garros R64,W vsKasatkina,0.0%,-,14.2%,84.2%,21.1%,17.9%,0.0%,8.4%,19.0%,2.9%,57.1%,118,76
Aryna Sabalenka,2020 Roland Garros R128,W vsPegula,0.0%,-,10.4%,83.3%,21.4%,35.0%,0.0%,11.3%,30.0%,1.9%,25.0%,62,64
Aryna Sabalenka,2020 Strasbourg SF,L vsSvitolina,0.0%,-,9.4%,81.3%,17.2%,35.0%,0.0%,10.3%,26.9%,1.7%,40.0%,124,100
Aryna Sabalenka,2020 Strasbourg QF,W vsSiniakova,0.0%,-,10.6%,72.2%,14.4%,33.3%,0.0%,7.1%,8.7%,1.5%,60.0%,36,23
Aryna Sabalenka,2020 Strasbourg R16,W vsBlinkova,2.6%,50.0%,4.9%,75.0%,24.3%,47.8%,0.0%,9.0%,33.3%,2.8%,50.0%,148,116
Aryna Sabalenka,2020 Strasbourg R32,W vsPerez,0.0%,-,1.9%,100.0%,28.1%,50.0%,40.0%,14.6%,50.0%,3.6%,50.0%,89,69
Aryna Sabalenka,2020 US Open R64,L vsAzarenka,2.4%,100.0%,9.6%,66.7%,12.7%,15.4%,0.0%,5.3%,0.0%,1.3%,50.0%,55,41
Aryna Sabalenka,2020 US Open R128,W vsDodin,0.0%,-,1.4%,100.0%,17.3%,27.3%,0.0%,12.0%,42.9%,2.5%,25.0%,-37,72
Aryna Sabalenka,2020 Cincinnati R16,L vsPegula,0.0%,-,7.3%,64.3%,19.8%,30.3%,0.0%,11.0%,33.3%,2.2%,16.7%,138,127
Aryna Sabalenka,2020 Cincinnati R32,W vsBellis,0.0%,-,3.2%,71.4%,17.8%,28.1%,0.0%,11.4%,29.4%,1.1%,33.3%,134,132
Aryna Sabalenka,2020 Lexington R16,L vsGauff,0.0%,-,12.7%,53.8%,21.4%,34.4%,0.0%,11.1%,17.6%,1.4%,50.0%,131,123
Aryna Sabalenka,2020 Lexington R32,W vsBrengle,7.6%,66.7%,28.0%,62.7%,25.6%,40.5%,0.0%,20.2%,26.2%,2.7%,42.9%,282,207
Aryna Sabalenka,2020 Doha F,W vsKvitova,0.0%,-,5.9%,42.9%,22.7%,29.4%,50.0%,15.9%,40.0%,0.8%,100.0%,116,139
Aryna Sabalenka,2020 Doha SF,W vsKuznetsova,0.0%,-,12.3%,78.6%,17.6%,29.4%,100.0%,8.2%,37.5%,2.0%,50.0%,43,48
Aryna Sabalenka,2020 Doha QF,W vsZheng,2.0%,0.0%,18.9%,73.0%,12.3%,19.5%,50.0%,13.6%,30.0%,0.5%,50.0%,14,9
Aryna Sabalenka,2020 Doha R16,W vsSakkari,0.0%,-,12.7%,90.0%,22.2%,28.6%,0.0%,8.9%,44.4%,0.0%,-,51,30
Aryna Sabalenka,2020 Doha R32,W vsKontaveit,0.0%,-,6.9%,57.1%,18.8%,52.9%,0.0%,18.2%,56.5%,0.6%,50.0%,16,33
Aryna Sabalenka,2020 Dubai QF,L vsHalep,0.0%,-,8.5%,75.0%,19.3%,24.0%,0.0%,5.7%,13.3%,0.8%,50.0%,87,61
Aryna Sabalenka,2020 Dubai R16,W vsMertens,0.0%,-,8.8%,63.6%,15.2%,18.8%,0.0%,15.5%,37.5%,1.0%,50.0%,48,55
Aryna Sabalenka,2020 Dubai R32,W vsSakkari,2.6%,100.0%,11.4%,70.0%,11.5%,10.3%,0.0%,10.2%,27.3%,1.0%,0.0%,34,55
Aryna Sabalenka,2020 Fed Cup RR,W vsRus,5.1%,33.3%,18.8%,76.2%,31.8%,39.1%,50.0%,20.9%,8.3%,2.5%,25.0%,219,155
Aryna Sabalenka,2020 Fed Cup RR,L vsBertens,0.0%,-,8.5%,44.4%,16.2%,14.8%,0.0%,8.0%,16.7%,2.2%,33.3%,78,104
Aryna Sabalenka,2020 Australian Open R128,L vsSuarez Navarro,1.1%,0.0%,8.0%,56.3%,18.8%,50.0%,100.0%,12.2%,40.0%,1.1%,66.7%,134,116
Aryna Sabalenka,2020 Adelaide SF,L vsYastremska,0.0%,-,5.7%,55.6%,14.8%,13.3%,0.0%,6.8%,16.7%,0.6%,0.0%,50,101
Aryna Sabalenka,2020 Adelaide QF,W vsHalep,2.0%,100.0%,10.3%,58.3%,19.4%,22.2%,0.0%,25.5%,46.2%,1.2%,0.0%,178,125
Aryna Sabalenka,2020 Adelaide R16,W vsPera,0.0%,-,5.5%,100.0%,20.8%,21.4%,0.0%,25.0%,40.0%,0.0%,-,75,108
Aryna Sabalenka,2020 Adelaide R32,W vsHsieh,0.0%,-,9.9%,63.2%,30.8%,42.3%,0.0%,18.1%,47.4%,3.4%,37.5%,198,148
Aryna Sabalenka,2020 Shenzhen R16,L vsPliskova,0.0%,-,10.1%,64.3%,20.0%,25.0%,20.0%,20.0%,20.0%,3.5%,60.0%,104,88
Aryna Sabalenka,2020 Shenzhen R32,W vsGasparyan,1.9%,100.0%,8.1%,88.9%,23.3%,22.2%,0.0%,26.3%,50.0%,2.9%,75.0%,160,133
Aryna Sabalenka,2019 Zhuhai F,W vsBertens,0.0%,-,16.2%,76.5%,16.9%,11.1%,50.0%,23.1%,14.3%,0.0%,-,65,86
Aryna Sabalenka,2019 Zhuhai SF,W vsMuchova,1.2%,0.0%,10.5%,64.7%,12.3%,13.8%,0.0%,16.0%,50.0%,0.5%,0.0%,64,83
Aryna Sabalenka,2019 Zhuhai RR,W vsSakkari,3.6%,100.0%,13.0%,93.3%,19.5%,17.6%,0.0%,10.3%,36.4%,0.8%,0.0%,190,236
Aryna Sabalenka,2019 Zhuhai RR,W vsMertens,2.0%,100.0%,13.5%,80.8%,24.2%,53.8%,25.0%,16.2%,27.3%,0.8%,0.0%,151,121
Aryna Sabalenka,2019 Beijing R32,L vsKasatkina,3.7%,66.7%,15.3%,80.8%,16.9%,23.5%,0.0%,10.7%,31.6%,0.7%,0.0%,96,90
Aryna Sabalenka,2019 Wuhan F,W vsRiske Amritraj,0.0%,-,6.6%,81.8%,11.3%,21.1%,0.0%,17.6%,38.9%,0.9%,50.0%,123,144
Aryna Sabalenka,2019 Wuhan SF,W vsBarty,0.0%,-,9.6%,66.7%,17.3%,16.7%,33.3%,14.3%,27.3%,1.1%,50.0%,92,91
Aryna Sabalenka,2019 Wuhan QF,W vsRybakina,5.5%,75.0%,7.7%,66.7%,23.6%,18.8%,0.0%,17.2%,29.4%,0.0%,-,118,107
Aryna Sabalenka,2019 Wuhan R16,W vsBertens,1.6%,100.0%,14.0%,72.2%,28.6%,41.2%,100.0%,10.7%,30.0%,1.7%,0.0%,141,158
Aryna Sabalenka,2019 Wuhan R32,W vsCollins,0.0%,-,7.3%,83.3%,21.4%,18.2%,0.0%,15.8%,20.0%,1.0%,0.0%,50,118
Aryna Sabalenka,2019 Wuhan R64,W vsSasnovich,1.9%,100.0%,16.5%,81.3%,27.8%,37.5%,100.0%,14.3%,30.8%,0.9%,100.0%,93,108
Aryna Sabalenka,2019 Zhengzhou QF,L vsMartic,0.0%,-,11.5%,50.0%,21.3%,30.8%,0.0%,10.1%,30.8%,0.6%,0.0%,78,81
Aryna Sabalenka,2019 Zhengzhou R16,W vsOstapenko,0.0%,-,3.3%,66.7%,17.9%,16.7%,0.0%,23.1%,80.0%,0.0%,-,116,126
Aryna Sabalenka,2019 US Open R64,L vsPutintseva,0.0%,-,14.9%,59.1%,18.1%,27.6%,0.0%,12.1%,30.0%,1.2%,0.0%,116,115
Aryna Sabalenka,2019 US Open R128,W vsAzarenka,1.1%,100.0%,7.4%,80.0%,26.7%,38.1%,0.0%,16.8%,34.8%,0.0%,-,123,131
Aryna Sabalenka,2019 Cincinnati R16,L vsSakkari,0.0%,-,10.4%,75.0%,18.1%,26.8%,0.0%,15.9%,55.6%,2.2%,16.7%,67,99
Aryna Sabalenka,2019 Cincinnati R32,W vsZheng,6.8%,75.0%,21.6%,80.0%,17.9%,21.7%,0.0%,20.0%,38.5%,2.6%,20.0%,66,67
Aryna Sabalenka,2019 Cincinnati R64,W vsMartic,0.0%,-,11.8%,64.3%,20.6%,31.6%,0.0%,19.2%,42.9%,1.9%,66.7%,111,147
Aryna Sabalenka,2019 Toronto  R64,L vsPavlyuchenkova,0.0%,-,4.8%,66.7%,20.0%,23.3%,20.0%,11.0%,26.3%,0.0%,-,69,84
Aryna Sabalenka,2019 San Jose F,L vsZheng,0.0%,-,9.9%,78.6%,17.8%,23.4%,16.7%,6.3%,44.4%,2.3%,50.0%,77,65
Aryna Sabalenka,2019 San Jose SF,W vsVekic,0.0%,-,7.2%,100.0%,27.4%,29.4%,0.0%,8.9%,22.2%,0.6%,100.0%,133,147
Aryna Sabalenka,2019 San Jose QF,W vsSuarez Navarro,0.0%,-,9.4%,50.0%,26.0%,41.2%,0.0%,13.0%,33.3%,0.5%,0.0%,89,116
Aryna Sabalenka,2019 San Jose R16,W vsVandeweghe,0.0%,-,5.7%,83.3%,16.0%,15.4%,0.0%,10.7%,28.6%,0.0%,-,76,164
Aryna Sabalenka,2019 Wimbledon R128,L vsRybarikova,0.0%,-,13.4%,53.3%,18.9%,31.6%,0.0%,10.0%,25.0%,3.8%,16.7%,96,101
Aryna Sabalenka,2019 Eastbourne QF,L vsBertens,0.0%,-,10.5%,63.2%,16.9%,20.6%,100.0%,12.2%,40.0%,2.7%,71.4%,57,68
Aryna Sabalenka,2019 Eastbourne R16,W vsWozniacki,0.0%,-,5.4%,72.7%,18.3%,28.2%,0.0%,9.9%,25.9%,2.4%,12.5%,126,102
Aryna Sabalenka,2019 Eastbourne R32,W vsZidansek,0.0%,-,8.4%,90.9%,28.3%,50.0%,0.0%,14.8%,12.5%,0.7%,100.0%,137,142
Aryna Sabalenka,2019 Birmingham R32,L vsHsieh,0.0%,-,10.9%,47.4%,20.5%,30.8%,0.0%,12.0%,29.4%,1.2%,66.7%,72,87
Aryna Sabalenka,2019 S-Hertogenbosch R32,L vsAiava,0.0%,-,10.1%,89.5%,26.2%,28.6%,0.0%,21.1%,46.2%,3.0%,14.3%,176,166
Aryna Sabalenka,2019 Roland Garros R64,L vsAnisimova,0.0%,-,6.8%,75.0%,9.7%,6.7%,0.0%,9.0%,28.6%,0.5%,0.0%,85,95
Aryna Sabalenka,2019 Roland Garros R128,W vsCibulkova,0.0%,-,5.3%,42.9%,26.5%,29.4%,66.7%,19.0%,38.5%,0.6%,0.0%,105,145
Aryna Sabalenka,2019 Strasbourg SF,L vsYastremska,0.0%,-,2.2%,66.7%,22.0%,20.0%,0.0%,11.8%,25.0%,0.0%,-,-76,23
Aryna Sabalenka,2019 Strasbourg QF,W vsPuig,0.0%,-,4.8%,75.0%,21.0%,31.3%,0.0%,22.0%,43.8%,1.0%,100.0%,43,61
Aryna Sabalenka,2019 Strasbourg R16,W vsSiegemund,0.0%,-,6.0%,71.4%,24.5%,46.2%,0.0%,14.3%,18.8%,0.6%,0.0%,72,93
Aryna Sabalenka,2019 Strasbourg R32,W vsZhu,0.0%,-,10.4%,71.4%,17.9%,12.5%,100.0%,9.4%,33.3%,2.0%,50.0%,139,148
Aryna Sabalenka,2019 Rome R64,L vsCornet,0.0%,-,13.9%,73.3%,11.9%,0.0%,0.0%,11.6%,33.3%,2.3%,25.0%,133,163
Aryna Sabalenka,2019 Madrid R64,L vsKuznetsova,0.0%,-,9.5%,68.8%,22.4%,31.3%,0.0%,14.5%,66.7%,0.8%,50.0%,137,140
Aryna Sabalenka,2019 Fed Cup RR,W vsStosur,0.0%,-,6.1%,86.7%,21.6%,17.9%,50.0%,13.0%,54.5%,0.7%,100.0%,70,108
Aryna Sabalenka,2019 Fed Cup RR,L vsBarty,0.0%,-,10.6%,78.6%,19.7%,26.1%,0.0%,13.2%,30.0%,0.6%,100.0%,97,76
Aryna Sabalenka,2019 Charleston R16,L vsPuig,0.0%,-,4.5%,83.3%,18.6%,22.2%,0.0%,7.6%,38.5%,0.6%,0.0%,1,32
Aryna Sabalenka,2019 Charleston R32,W vsBaindl,0.0%,-,9.2%,75.0%,21.1%,27.0%,0.0%,11.1%,25.0%,1.0%,33.3%,58,78
Aryna Sabalenka,2019 Miami R64,L vsTomljanovic,0.0%,-,5.8%,85.7%,10.9%,11.1%,0.0%,8.7%,27.3%,0.6%,100.0%,139,101
Aryna Sabalenka,2019 Indian Wells R16,L vsKerber,0.0%,-,13.1%,59.1%,22.2%,18.5%,33.3%,14.1%,27.3%,1.5%,25.0%,180,96
Aryna Sabalenka,2019 Indian Wells R32,W vsTsurenko,0.0%,-,9.1%,100.0%,10.0%,7.9%,0.0%,13.4%,60.0%,0.4%,0.0%,61,50
Aryna Sabalenka,2019 Indian Wells R64,W vsTomljanovic,0.0%,-,9.3%,78.6%,21.3%,33.3%,0.0%,18.4%,83.3%,1.2%,0.0%,168,136
Aryna Sabalenka,2019 Dubai R16,L vsBencic,0.0%,-,4.7%,81.8%,20.9%,48.5%,0.0%,19.3%,37.9%,0.0%,-,73,105
Aryna Sabalenka,2019 Dubai R32,W vsJorovic,0.0%,-,5.4%,83.3%,22.0%,53.3%,0.0%,34.8%,53.3%,0.0%,-,184,142
Aryna Sabalenka,2019 Fed Cup RR,W vsPetkovic,0.0%,-,14.3%,68.8%,29.6%,21.1%,0.0%,17.5%,54.5%,1.4%,100.0%,180,149
Aryna Sabalenka,2019 Fed Cup RR,W vsSiegemund,0.0%,-,14.7%,70.6%,27.9%,52.6%,0.0%,23.7%,57.1%,0.7%,0.0%,188,165
Aryna Sabalenka,2019 St. Petersburg SF,L vsBertens,0.0%,-,6.5%,60.0%,14.9%,8.8%,0.0%,15.5%,45.5%,1.9%,25.0%,97,68
Aryna Sabalenka,2019 St. Petersburg QF,W vsAlexandrova,0.0%,-,3.7%,100.0%,20.3%,30.0%,0.0%,25.0%,62.5%,0.5%,0.0%,77,45
Aryna Sabalenka,2019 St. Petersburg R16,W vsVan Uytvanck,0.0%,-,15.5%,68.8%,14.6%,13.3%,0.0%,23.1%,55.6%,0.7%,100.0%,105,89
Aryna Sabalenka,2019 Australian Open R32,L vsAnisimova,0.0%,-,3.7%,25.0%,14.6%,10.5%,0.0%,12.5%,16.7%,1.8%,50.0%,-14,49
Aryna Sabalenka,2019 Australian Open R64,W vsBoulter,2.0%,0.0%,7.4%,66.7%,22.0%,38.5%,0.0%,17.6%,57.1%,1.5%,0.0%,79,91
Aryna Sabalenka,2019 Australian Open R128,W vsKalinskaya,0.0%,-,3.7%,0.0%,31.3%,41.2%,0.0%,15.2%,40.0%,0.8%,100.0%,78,89
Aryna Sabalenka,2019 Sydney R32,L vsKvitova,2.0%,0.0%,3.5%,25.0%,11.1%,11.1%,0.0%,9.1%,16.7%,0.9%,0.0%,-18,8
Aryna Sabalenka,2019 Shenzhen F,W vsRiske Amritraj,0.0%,-,7.2%,57.1%,24.4%,20.0%,0.0%,10.8%,30.0%,0.8%,0.0%,87,83
Aryna Sabalenka,2019 Shenzhen SF,W vsWang,2.2%,100.0%,13.8%,69.2%,31.3%,36.4%,0.0%,13.0%,33.3%,0.7%,0.0%,92,90
Aryna Sabalenka,2019 Shenzhen R16,W vsAlexandrova,0.0%,-,8.6%,70.0%,9.7%,11.8%,0.0%,5.4%,14.3%,0.0%,-,45,81
Aryna Sabalenka,2019 Shenzhen R32,W vsMaria,0.0%,-,23.3%,73.0%,19.8%,24.1%,33.3%,15.0%,25.0%,0.0%,-,162,123
Aryna Sabalenka,2018 Zhuhai R16,W vsBarty,0.0%,-,14.1%,72.2%,23.7%,23.1%,0.0%,10.7%,26.7%,1.1%,50.0%,91,111
Aryna Sabalenka,2018 Zhuhai R16,L vsGarcia,0.0%,-,4.2%,60.0%,18.6%,8.3%,0.0%,7.0%,27.3%,1.0%,0.0%,101,120
Aryna Sabalenka,2018 Tianjin QF,L vsBacsinszky,0.0%,-,10.9%,57.1%,14.4%,20.0%,0.0%,11.8%,20.6%,1.2%,50.0%,34,8
Aryna Sabalenka,2018 Beijing QF,L vsWang,0.0%,-,9.2%,71.4%,16.5%,23.7%,0.0%,13.0%,37.5%,1.0%,33.3%,132,103
Aryna Sabalenka,2018 Beijing R16,W vsGarcia,0.0%,-,6.8%,69.2%,24.7%,52.4%,50.0%,12.8%,46.2%,0.0%,-,102,119
Aryna Sabalenka,2018 Beijing R32,W vsMuguruza,0.0%,-,3.6%,83.3%,22.2%,41.7%,0.0%,16.7%,38.5%,1.2%,66.7%,73,74
Aryna Sabalenka,2018 Wuhan F,W vsKontaveit,0.0%,-,8.4%,66.7%,21.7%,37.5%,0.0%,14.6%,45.5%,1.3%,50.0%,161,127
Aryna Sabalenka,2018 Wuhan SF,W vsBarty,0.0%,-,7.9%,54.5%,19.6%,20.0%,0.0%,15.4%,22.2%,0.0%,-,29,79
Aryna Sabalenka,2018 Wuhan QF,W vsCibulkova,0.0%,-,5.0%,83.3%,17.0%,26.7%,0.0%,20.8%,57.9%,0.6%,0.0%,110,108
Aryna Sabalenka,2018 Wuhan R16,W vsKenin,0.0%,-,5.6%,100.0%,13.3%,23.1%,0.0%,9.1%,18.2%,1.3%,0.0%,64,105
Aryna Sabalenka,2018 Wuhan R32,W vsSvitolina,0.0%,-,11.0%,89.5%,25.3%,40.7%,0.0%,18.3%,38.9%,0.9%,0.0%,249,168
Aryna Sabalenka,2018 Wuhan R64,W vsSuarez Navarro,0.0%,-,8.6%,64.3%,26.8%,31.6%,0.0%,17.9%,58.8%,1.0%,50.0%,144,146
Aryna Sabalenka,2018 US Open R16,L vsOsaka,0.0%,-,6.5%,90.9%,14.3%,20.7%,0.0%,7.3%,16.7%,0.4%,0.0%,71,60
Aryna Sabalenka,2018 US Open R32,W vsKvitova,0.0%,-,3.9%,100.0%,28.1%,26.3%,0.0%,16.3%,42.9%,0.0%,-,46,46
Aryna Sabalenka,2018 US Open R64,W vsZvonareva,0.0%,-,10.5%,81.3%,30.0%,47.2%,50.0%,12.7%,27.3%,1.0%,0.0%,213,117
Aryna Sabalenka,2018 New Haven F,W vsSuarez Navarro,0.0%,-,12.6%,80.0%,26.7%,30.8%,50.0%,21.6%,40.0%,0.7%,0.0%,124,127
Aryna Sabalenka,2018 New Haven SF,W vsGoerges,0.0%,-,9.3%,71.4%,23.4%,27.3%,0.0%,16.3%,16.7%,0.0%,-,10,36
Aryna Sabalenka,2018 New Haven QF,W vsBencic,0.0%,-,6.0%,50.0%,16.7%,0.0%,0.0%,17.5%,50.0%,0.8%,0.0%,76,128
Aryna Sabalenka,2018 New Haven R16,W vsSaville,0.8%,0.0%,8.4%,45.0%,17.3%,22.9%,0.0%,19.0%,52.4%,1.5%,40.0%,97,105
Aryna Sabalenka,2018 New Haven R32,W vsStosur,0.0%,-,9.1%,80.0%,23.6%,28.6%,75.0%,9.5%,50.0%,0.0%,-,136,174
Aryna Sabalenka,2018 Cincinnati SF,L vsHalep,0.0%,-,4.2%,60.0%,21.5%,19.0%,0.0%,3.1%,0.0%,2.0%,25.0%,138,104
Aryna Sabalenka,2018 Cincinnati QF,W vsKeys,0.0%,-,4.5%,66.7%,28.6%,17.6%,0.0%,23.1%,28.6%,0.0%,-,111,87
Aryna Sabalenka,2018 Cincinnati R16,W vsGarcia,0.0%,-,4.3%,66.7%,18.1%,33.3%,0.0%,19.0%,40.0%,0.0%,-,47,56
Aryna Sabalenka,2018 Cincinnati R32,W vsPliskova,0.0%,-,7.8%,71.4%,29.8%,37.8%,100.0%,16.4%,35.3%,0.0%,-,180,142
Aryna Sabalenka,2018 Cincinnati R64,W vsKonta,0.0%,-,5.1%,100.0%,16.3%,15.0%,100.0%,8.0%,21.4%,0.0%,-,37,56
Aryna Sabalenka,2018 Montreal R16,L vsMertens,0.0%,-,10.2%,78.9%,10.9%,17.9%,0.0%,18.5%,28.6%,1.2%,0.0%,92,94
Aryna Sabalenka,2018 Montreal R32,W vsWozniacki,0.0%,-,11.4%,70.8%,22.2%,42.9%,0.0%,19.6%,42.9%,0.3%,100.0%,142,155
Aryna Sabalenka,2018 Montreal R64,W vsBogdan,0.0%,-,4.1%,100.0%,28.9%,51.9%,0.0%,8.5%,21.4%,0.0%,-,103,120
Aryna Sabalenka,2018 Eastbourne F,L vsWozniacki,0.0%,-,9.8%,55.6%,22.5%,41.0%,0.0%,10.4%,28.6%,1.1%,66.7%,231,154
Aryna Sabalenka,2018 Eastbourne SF,W vsRadwanska,1.1%,100.0%,15.2%,74.1%,21.9%,50.0%,0.0%,17.5%,26.5%,1.4%,50.0%,252,168
Aryna Sabalenka,2018 Eastbourne QF,W vsPliskova,0.0%,-,6.5%,69.2%,25.0%,25.0%,0.0%,15.3%,50.0%,2.6%,33.3%,92,63
Aryna Sabalenka,2018 Eastbourne R16,W vsMertens,0.0%,-,10.5%,74.1%,20.6%,36.4%,100.0%,19.7%,40.6%,0.6%,50.0%,100,74
Aryna Sabalenka,2018 Eastbourne R32,W vsGoerges,0.0%,-,1.7%,100.0%,20.4%,21.4%,0.0%,16.7%,30.8%,1.4%,50.0%,40,59
Aryna Sabalenka,2018 Eastbourne R64,W vsVickery,0.0%,-,13.7%,68.4%,18.8%,33.3%,0.0%,25.9%,64.3%,1.4%,100.0%,109,61
Aryna Sabalenka,2018 Mallorca R32,L vsVan Uytvanck,2.1%,100.0%,12.4%,60.9%,21.8%,35.0%,0.0%,9.8%,0.0%,1.4%,33.3%,72,59
Aryna Sabalenka,2018 s-Hertogenbosch QF,L vsFlipkens,1.6%,100.0%,16.7%,65.0%,20.5%,15.8%,25.0%,22.2%,21.4%,0.0%,-,151,110
Aryna Sabalenka,2018 s-Hertogenbosch R32,W vsVondrousova,0.0%,-,13.9%,60.0%,15.8%,21.4%,7.7%,11.8%,9.5%,0.4%,0.0%,91,94
Aryna Sabalenka,2018 Rome R64,L vsHsieh,0.0%,-,13.6%,62.5%,16.4%,18.2%,0.0%,18.2%,33.3%,0.6%,0.0%,189,156
Aryna Sabalenka,2018 Rome Q2,L vsVikhlyantseva,0.0%,-,3.3%,100.0%,22.4%,28.6%,0.0%,8.3%,20.0%,0.9%,50.0%,139,130
Aryna Sabalenka,2018 Madrid R64,L vsPera,0.0%,-,4.3%,71.4%,26.9%,30.0%,33.3%,15.9%,25.0%,0.5%,0.0%,140,125
Aryna Sabalenka,2018 Istanbul R32,L vsHercog,1.6%,0.0%,11.1%,57.1%,21.4%,26.3%,0.0%,19.0%,20.0%,2.1%,33.3%,182,162
Aryna Sabalenka,2018 Fed Cup RR,L vsHruncakova,0.0%,-,5.0%,90.9%,20.5%,25.0%,0.0%,11.6%,10.0%,0.0%,-,147,124
Aryna Sabalenka,2018 Fed Cup RR,W vsSchmiedlova,3.2%,50.0%,22.5%,62.1%,29.8%,26.1%,0.0%,26.1%,50.0%,2.0%,33.3%,258,192
Aryna Sabalenka,2018 Lugano F,L vsMertens,0.0%,-,8.3%,60.0%,34.8%,50.0%,0.0%,13.8%,27.3%,0.7%,0.0%,294,215
Aryna Sabalenka,2018 Lugano SF,W vsVoegele,0.0%,-,5.5%,66.7%,47.6%,38.1%,100.0%,22.7%,33.3%,0.0%,-,351,260
